"NUMERO_CANDIDATO","QTDE_VOTOS"
"5520","225"
"5521","57258"
"5522","159848"
"5523","1748"
"5524","1061"
"5525","89453"
"5526","74"
"5528","66215"
"5529","77045"
"5530","176"
"5531","52"
"5532","4443"
"5533","285401"
"5537","5"
"5538","4"
"5540","109346"
"5543","4349"
"5544","168525"
"5545","195841"
"5550","158907"
"5555","1551390"
"5556","14578"
"5560","2046"
"5561","377"
"5566","181722"
"5567","110322"
"5569","2006"
"5570","83897"
"5571","2594"
"5575","8818"
"5577","278588"
"5578","102"
"5579","333"
"5580","191223"
"5586","18444"
"5588","150551"
"5589","764"
"5590","74189"
"5593","55380"
"5595","382"
"5596","23807"
"5599","161735"
"65","113396"
"6500","100711"
"6501","908"
"6510","343260"
"6512","34062"
"6513","48452"
"6514","470"
"6515","11689"
"6520","26"
"6522","75639"
"6530","3212"
"6533","961"
"6536","250"
"6540","41226"
"6541","16643"
"6543","28"
"6544","2461"
"6545","2244"
"6554","29237"
"6555","38721"
"6556","1973"
"6560","399"
"6565","1033181"
"6566","11435"
"6567","2061"
"6569","740"
"6577","681"
"6578","9"
"6580","1528"
"6599","13"
"70","21175"
"7000","97661"
"7001","11261"
"7002","1556"
"7003","674"
"7004","986"
"7005","3831"
"7006","1305"
"7007","7360"
"7008","3768"
"7009","840"
"7010","44107"
"7011","41953"
"7012","62892"
"7013","1304"
"7014","4052"
"7015","2599"
"7016","4584"
"7017","1465"
"7018","1030"
"7019","2073"
"7020","38428"
"7021","7559"
"7022","4084"
"7023","3535"
"7024","6292"
"7025","4857"
"7026","376"
"7027","683"
"7028","952"
"7029","257"
"7030","5956"
"7031","3519"
"7032","151"
"7033","6078"
"7034","210"
"7035","2875"
"7036","1687"
"7037","1362"
"7038","139"
"7040","11639"
"7041","2734"
"7042","588"
"7043","535"
"7044","10727"
"7045","3196"
"7047","176"
"7049","4696"
"7050","13635"
"7051","185"
"7052","103"
"7055","741"
"7056","303"
"7057","3519"
"7058","319"
"7059","695"
"7060","1291"
"7061","328"
"7063","1407"
"7064","4327"
"7065","11367"
"7066","1630"
"7067","287"
"7068","115"
"7069","92"
"7070","203895"
"7071","591"
"7072","3725"
"7073","754"
"7074","802"
"7076","1368"
"7077","48571"
"7080","10359"
"7081","4226"
"7082","839"
"7083","796"
"7084","184"
"7085","754"
"7087","4234"
"7088","22417"
"7089","13779"
"7090","17739"
"7092","1054"
"7093","493"
"7094","420"
"7096","1448"
"7097","465"
"7098","718"
"7099","15087"
"77","68062"
"7700","8658"
"7701","8433"
"7702","55"
"7705","1252"
"7706","86"
"7707","3396"
"7708","2558"
"7709","62"
"7710","13892"
"7711","63911"
"7712","118037"
"7713","40424"
"7714","1164"
"7717","6486"
"7720","121"
"7721","1702"
"7722","14090"
"7723","27755"
"7725","35701"
"7727","3663"
"7729","756"
"7731","54"
"7732","210"
"7733","86412"
"7734","7552"
"7735","2521"
"7737","824"
"7741","16069"
"7744","9696"
"7745","93986"
"7747","57472"
"7749","375"
"7750","568"
"7751","2169"
"7752","1024"
"7755","11926"
"7756","279"
"7757","9660"
"7760","1014"
"7761","447"
"7762","14954"
"7765","848"
"7766","3767"
"7768","164"
"7769","58"
"7770","1232"
"7771","2178"
"7772","891"
"7773","2145"
"7775","935"
"7777","1653832"
"7778","11830"
"7779","6511"
"7782","888"
"7787","9228"
"7788","108337"
"7789","65630"
"7790","434"
"7791","254"
"7799","109243"
"90","97177"
"9000","172007"
"9001","22151"
"9007","1421"
"9009","3343"
"9010","179383"
"9011","64904"
"9012","6530"
"9013","27678"
"9014","2113"
"9015","1159"
"9016","576"
"9020","377"
"9022","4240"
"9024","11"
"9025","2323"
"9030","3709"
"9032","109"
"9033","6702"
"9040","9796"
"9044","46649"
"9045","384"
"9049","991"
"9055","86748"
"9070","10014"
"9077","76"
"9080","304"
"9088","79"
"9090","1087534"
"9091","3218"
"9095","115"
"9096","82"
"9098","8515"
"9099","127201"
